time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.138660191592362,-0.113486724531114,-0.249903748955762,0.46158065673016,0.507738722403177,0,0,0,0,0,0,118460773.89972,94206164.3038968,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.194871855864157,-0.140588102379015,-0.247773421854166,0.46158065673016,0.507738722403177,0,0,0,0,0,0,94988284.3872912,86950048.3109107,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.227509150629399,-0.156021843572317,-0.254275311005916,0.46158065673016,0.507738722403177,0,0,0,0,0,0,81905781.3588277,76412824.4479903,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.24667763422468,-0.164839891283557,-0.261522553575121,0.46158065673016,0.507738722403177,0,0,0,0,0,0,75516599.6447753,70964550.0850658,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.258929971894921,-0.171339548616236,-0.265947165627157,0.46158065673016,0.507738722403177,0,0,0,0,0,0,71760946.8373031,67850035.8095082,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.267415173296769,-0.176496595486509,-0.266000392988594,0.46158065673016,0.507738722403177,0,0,0,0,0,0,69312308.5296273,65800642.6038312,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.273278914395444,-0.180184989277991,-0.266555848363784,0.46158065673016,0.507738722403177,0,0,0,0,0,0,67601144.4835487,64327899.9623883,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.277034793301882,-0.182582853771077,-0.270496584463034,0.46158065673016,0.507738722403177,0,0,0,0,0,0,66323452.3911634,63216844.2762601,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.27916064795608,-0.184204091981672,-0.27405130235985,0.46158065673016,0.507738722403177,0,0,0,0,0,0,65326397.9962789,62348563.3757938,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.280192920497251,-0.185471971800086,-0.274779042217353,0.46158065673016,0.507738722403177,0,0,0,0,0,0,64534626.5308333,61650922.5472825,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
11,0,0,0,0,0,-0.280634737473205,-0.186569894983591,-0.274620260723269,0.46158065673016,0.507738722403177,0,0,0,0,0,0,63893771.5741881,61081063.0505993,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
