0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11022302462516e-16	6.66133814775094e-16	2.44249065417534e-15	8.10462807976364e-15	2.4535928844216e-14	7.02771174587724e-14	1.90847337933064e-13	4.93494134445882e-13	1.22013510406305e-12	2.89246404605592e-12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22044604925031e-16	1.66533453693773e-15	8.54871728961371e-15	3.88578058618805e-14	1.5842882561401e-13	5.8741900232917e-13	1.99606997597357e-12	6.26299012651543e-12	1.82691639594168e-11	4.9843129623639e-11	1.27872046284949e-10	3.09979930612769e-10	7.13138770258581e-10	1.56320378863484e-09	3.27665139465694e-09	6.58953736021317e-09	1.27527312043796e-08	2.38163895271981e-08	4.30299698095382e-08	7.53863342861649e-08	1.28339152416501e-07	2.1272145200868e-07	3.43889453580104e-07	5.43109609063563e-07	8.39199255975309e-07
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11022302462516e-16	1.33226762955019e-15	8.99280649946377e-15	4.9737991503207e-14	2.36366481942696e-13	9.85989068169602e-13	3.66651153882458e-12	1.23070442725748e-11	3.76959574666103e-11	1.06372133323873e-10	2.78872924752704e-10	6.84301393327758e-10	1.58191204580049e-09	3.46493200797937e-09	7.2269807915859e-09	1.44168296190017e-08	2.76122595899153e-08	5.09476911769724e-08	9.08326271975568e-08	1.56898002701134e-07	2.6320182922035e-07	4.29723541639504e-07	6.84171487352891e-07	1.0641094361219e-06	1.61940018306161e-06	2.41494943742371e-06	3.53371803440972e-06	5.07995535259376e-06	7.18259232745933e-06	9.9987194712714e-06	1.37170631050454e-05	1.8561363124836e-05	2.47935730308679e-05
0	0	0	1.07358566481253e-13	1.0125889016166e-10	1.04837540870761e-08	5.37193479255293e-07	1.04581876576582e-05	0.000103165742097788	0.000615151818428528	0.00248345297827335	0.00734342449811998	0.0169123653732114	0.0319496197194876	0.0517171510699386	0.0743710976607707	0.0978540837948354	0.120576211777923	0.141620322293081	0.160622390892039	0.177564206880012	0.192604048920788	0.205971652614073	0.217873016702562	0.228537598021659	0.238205388666561	0.247105517276236	0.25544457257963	0.26339651976021	0.271095933175307	0.278636235703546	0.286073053837916	0.293431316644722	0.300713980375414	0.307910420045785	0.315003311193241	0.321973588524203	0.328803482246886	0.335478139228688	0.341986370404742	0.348320721096499	0.354477107356081	0.360454282314199	0.366253270843433	0.371876841173693	0.377329044557174	0.382614832587813	0.387739749922271	0.392709692701811	0.397530727902179
0	0	0	0	0	1.33226762955019e-15	2.95641289227433e-12	9.0564544752425e-10	6.9267874769352e-08	1.9303028745421e-06	2.44777045651512e-05	0.000168422814772251	0.000725031181166846	0.00218079790250258	0.0049876899974316	0.00926591907665919	0.0147344341669541	0.0208942628110853	0.0272602601638245	0.0334821046467497	0.0393576373617753	0.0447978614727589	0.0497706725055838	0.0542838654603329	0.0583831067765145	0.0621370539290625	0.0656273111953799	0.0689409257144333	0.0721628271926934	0.0753673390890451	0.0786098168086191	0.0819209301240924	0.0853059218509974	0.0887490986128519	0.0922214813547143	0.0956890266488754	0.0991192278675219	0.102484759599208	0.105765173452489	0.108947078295758	0.11202327417104	0.114991547376338	0.117853452688468	0.120613236223518	0.123276954294743	0.125851788329035	0.128345529755169	0.130766199539989	0.133121751103745	0.135419905410052
0	0	0	0	0	0	0	0	0	0	6.10622663543836e-15	1.00630614952024e-12	5.7989613111431e-11	1.4875903842082e-09	2.09816677365637e-08	1.89680852691332e-07	1.2200686809738e-06	6.00998212363368e-06	2.38665917819958e-05	7.92388718656722e-05	0.0002260085247352	0.000565504981050347	0.00126558545644984	0.00256981665938549	0.00478159868755779	0.00821731445211116	0.0131354993886666	0.0196644481418311	0.0277558479371439	0.0371830771319112	0.0475844101340411	0.0585337901931721	0.0696140269074007	0.0804717288549718	0.0908450668223152	0.100567243157025	0.109554385098706	0.117786227191473	0.125286351054208	0.132105536060171	0.138309309934919	0.143969223672364	0.14915722335469	0.153942324502309	0.15838885751666	0.162555705872764	0.166496113333666	0.17025776654244	0.173882920255956	0.177408653454549
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22044604925031e-16	7.43849426498855e-15	1.50435219836709e-13	2.12052597703405e-12	2.2046253711494e-11	1.76465619894373e-10	1.12729625634245e-09	5.94309068624455e-09	2.6572100075839e-08	1.028666697378e-07	3.50723008635256e-07	1.06835689706042e-06	2.94394333222314e-06	7.41918241431438e-06	1.72651648499e-05	3.7411004752741e-05	7.60243397598392e-05	0.000145773536900817	0.00026511211352187	0.00045934181399121	0.000761170064954575	0.00121048631023468	0.00185318929552847	0.00273906475215691	0.00391887979541095	0.00544102025276061	0.0073480857800472	0.00967385145867528	0.012440917601332	0.015659237921246	0.0193255822581468	0.0234238833541309	0.027926332419335	0.0327951052406917
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11022302462516e-16	3.21964677141295e-15	5.52891066263328e-14	7.07101044383762e-13	7.09621250649661e-12	5.75208769504343e-11	3.85863008212084e-10	2.18682716379703e-09	1.06551060197191e-08	4.52963654362648e-08	1.70113552799833e-07	5.70485735429394e-07	1.72452308444537e-06	4.73807928069725e-06	1.19198832807532e-05	2.76458699335347e-05	5.948633067554e-05	0.000119451534213222	0.000225086342196867	0.000400065926855597	0.000673964145982642	0.00108100433883529	0.001657832187547	0.00244060005479863	0.00346183322602311	0.0047475770008476	0.0063152570290963
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11022302462516e-16	6.66133814775094e-16	4.55191440096314e-15	2.97539770599542e-14	1.7519319328585e-13	9.27480314771856e-13	4.43878267475384e-12	1.93305371709585e-11	7.70834507335394e-11	2.83096213138379e-10	9.62680046789899e-10	3.04649894200537e-09	9.01444718870437e-09
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
