time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.0719817541658829,-0.204256812610195,-0.0939480807599432,0.46158065673016,0.507738722403177,0,0,0,0,0,0,135973501.222134,105373645.306412,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.106438067340272,-0.250275056394044,-0.113845739782208,0.46158065673016,0.507738722403177,0,0,0,0,0,0,115675764.033151,102701257.503892,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.128469481877029,-0.279326840649509,-0.126983507605198,0.46158065673016,0.507738722403177,0,0,0,0,0,0,100297145.157614,90215453.8392652,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.142535732652578,-0.296446813805035,-0.135294414540643,0.46158065673016,0.507738722403177,0,0,0,0,0,0,92530011.1403315,83077237.7864245,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.15200741798731,-0.309439842974611,-0.141004810246127,0.46158065673016,0.507738722403177,0,0,0,0,0,0,87969622.2846718,78887845.50505,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.158685271859578,-0.32004570492371,-0.145096809439849,0.46158065673016,0.507738722403177,0,0,0,0,0,0,84935248.4981837,76156461.9114422,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.163379969549633,-0.327550494884766,-0.147817899282045,0.46158065673016,0.507738722403177,0,0,0,0,0,0,82764605.5463455,74220155.7911535,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.166674449398892,-0.332296131917909,-0.14939208487552,0.46158065673016,0.507738722403177,0,0,0,0,0,0,81153774.7847236,72756918.2581576,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.169040114770014,-0.335620938946244,-0.150218377513894,0.46158065673016,0.507738722403177,0,0,0,0,0,0,79923829.6331857,71598459.544309,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.17084880819074,-0.338417401605565,-0.150756128123281,0.46158065673016,0.507738722403177,0,0,0,0,0,0,78949441.1581891,70653122.8761779,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
