time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.0210300884565521,-0.077553247215686,-0.0931616829210675,0.46158065673016,0.507738722403177,0,0,0,0,0,0,218168852.3486,176870568.639294,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.0338560834684635,-0.09895668099933,-0.0948673589716908,0.46158065673016,0.507738722403177,0,0,0,0,0,0,173018536.278505,160942788.85451,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.0466987500768421,-0.120578445956112,-0.10634980403232,0.46158065673016,0.507738722403177,0,0,0,0,0,0,141248374.008874,133541628.893014,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.0584169691307594,-0.136927436010248,-0.11539226219371,0.46158065673016,0.507738722403177,0,0,0,0,0,0,125654022.020331,118093037.164743,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.0685505924860921,-0.149016314787842,-0.122178169307672,0.46158065673016,0.507738722403177,0,0,0,0,0,0,116979768.435984,109386995.842605,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.077174478460785,-0.158871697938274,-0.128127215142274,0.46158065673016,0.507738722403177,0,0,0,0,0,0,111519480.472292,104024462.113147,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.0844953305585737,-0.167420568901654,-0.133358049530909,0.46158065673016,0.507738722403177,0,0,0,0,0,0,107738414.232012,100430907.875367,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.0906818090835692,-0.17467950657707,-0.137368146011534,0.46158065673016,0.507738722403177,0,0,0,0,0,0,104943293.490768,97859230.4137542,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.0958593316619149,-0.180559762781303,-0.140006005683824,0.46158065673016,0.507738722403177,0,0,0,0,0,0,102788787.204565,95929360.5782194,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.100142097790878,-0.185210373701939,-0.141925588200258,0.46158065673016,0.507738722403177,0,0,0,0,0,0,101080926.649873,94428140.0993615,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
