time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.132985540368589,-0.196349149808057,-0.218326604935996,0.46158065673016,0.507738722403177,0,0,0,0,0,0,66112079.0503339,57814059.797124,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.182324076331947,-0.233029915279113,-0.229570469478105,0.46158065673016,0.507738722403177,0,0,0,0,0,0,60332079.2860773,55256636.2207249,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.209260946856595,-0.253771832448224,-0.241800923039501,0.46158065673016,0.507738722403177,0,0,0,0,0,0,57386564.4408189,53466166.2041515,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.224594383236114,-0.266072653986742,-0.250759403196628,0.46158065673016,0.507738722403177,0,0,0,0,0,0,55730803.8501235,52358206.3676107,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.233753502874537,-0.273816505849437,-0.257469974149553,0.46158065673016,0.507738722403177,0,0,0,0,0,0,54650881.5546442,51594985.8842531,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.239522283842763,-0.278965712450457,-0.26278188061482,0.46158065673016,0.507738722403177,0,0,0,0,0,0,53867215.8616478,51020466.5125863,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.243354639712248,-0.282552678305639,-0.267124611445626,0.46158065673016,0.507738722403177,0,0,0,0,0,0,53257362.1186596,50562528.0135233,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.246032051769969,-0.285157853468834,-0.270803879816408,0.46158065673016,0.507738722403177,0,0,0,0,0,-6.57869191445143e-17,52760128.5021202,50183518.0274526,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.247988558790698,-0.287131618078578,-0.274040844912511,0.46158065673016,0.507738722403177,0,0,0,0,0,-5.77942428711533e-14,52341496.5109439,49861376.4994162,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.249475649208165,-0.288686015191639,-0.27696118988638,0.46158065673016,0.507738722403177,0,0,0,0,0,-1.21498084338185e-11,51980808.2012067,49582025.4832428,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
