time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.0819306773994485,-0.174403027227983,-0.210120584154135,0.46158065673016,0.507738722403177,0,0,0,0,0,0,72486666.2843859,64063078.4288227,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.120947533439673,-0.214565052501497,-0.220154670023591,0.46158065673016,0.507738722403177,0,0,0,0,0,0,64032913.2977882,59130617.6634517,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.145817422460469,-0.239612812483794,-0.235287233291704,0.46158065673016,0.507738722403177,0,0,0,0,0,0,60580383.498991,56917037.4515592,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.161613998784075,-0.255472344798835,-0.24806276306294,0.46158065673016,0.507738722403177,0,0,0,0,0,0,58798508.0940978,55775888.7253965,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.171792603615601,-0.265955329148654,-0.25864516401351,0.46158065673016,0.507738722403177,0,0,0,0,0,0,57681999.2276755,55058294.2636544,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.17853016041225,-0.27317645450945,-0.267637811973949,0.46158065673016,0.507738722403177,0,0,0,0,0,-6.02282502187756e-21,56881742.1371036,54535123.4812658,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.183132760609488,-0.278357666775988,-0.275536759249925,0.46158065673016,0.507738722403177,0,0,0,0,0,-3.38843663504552e-15,56255023.5085462,54115425.6235995,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.186378420283485,-0.282204540045967,-0.282657210723008,0.46158065673016,0.507738722403177,0,0,0,0,0,-3.17011735931484e-11,55734537.7433392,53758391.416166,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.188738692895499,-0.285144968820125,-0.289215593424057,0.46158065673016,0.507738722403177,0,0,0,0,0,-2.28387025406281e-08,55285661.7772979,53443617.0484041,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.190510092176583,-0.28746422326472,-0.29518699911414,0.46158065673016,0.507738722403177,0,0,0,0,0,-2.89957738800791e-06,54889278.7774534,53159650.138523,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
