time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.0997000114611527,-0.148021356572506,-0.194752496551965,0.46158065673016,0.507738722403177,0,0,0,0,0,0,71546115.1153242,61523718.2372066,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.145597851184382,-0.183475187167358,-0.209156307742784,0.46158065673016,0.507738722403177,0,0,0,0,0,0,69123283.7753934,61565549.745957,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.174282422963309,-0.204927462226678,-0.223576656220684,0.46158065673016,0.507738722403177,0,0,0,0,0,-1.75435456911458e-35,67415676.063595,61177331.813457,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.192353455981222,-0.218396798355446,-0.234267878164647,0.46158065673016,0.507738722403177,0,0,0,0,0,-9.97352747013519e-31,66296662.6714042,60797625.6608055,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.204022891054841,-0.227290681765482,-0.242209958343634,0.46158065673016,0.507738722403177,0,0,0,0,0,-2.32004705111499e-27,65512796.8500185,60462656.0050561,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.21182329441056,-0.233432993860239,-0.248346123389896,0.46158065673016,0.507738722403177,0,0,0,0,0,-4.0843094372744e-24,64924855.4695767,60166511.319209,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.21723675393569,-0.23784357344193,-0.253284651478508,0.46158065673016,0.507738722403177,0,0,0,0,0,-2.01923615223434e-21,64460056.3064422,59902128.3559992,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.221134933539454,-0.241120894861934,-0.257400840080133,0.46158065673016,0.507738722403177,0,0,0,0,-9.34941429030334e-54,-3.87943164690543e-19,64078258.9105236,59664414.2360651,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.224040553238867,-0.24363106655335,-0.260933117742384,0.46158065673016,0.507738722403177,0,0,0,0,-1.85906924477007e-49,-3.6082150239313e-17,63755826.871361,59449622.2259367,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.226275515236728,-0.24560628601271,-0.264036590406441,0.46158065673016,0.507738722403177,0,0,0,0,-1.09671375304033e-45,-1.88711271807637e-15,63477911.1021985,59254793.2945981,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
11,0,0,0,0,0,-0.228044104119215,-0.247198823388991,-0.266810841471273,0.46158065673016,0.507738722403177,0,0,0,0,-2.53271611012964e-42,-6.17318252696237e-14,63234617.6561471,59077499.4727106,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
12,0,0,0,0,0,-0.229479915148746,-0.248511423948499,-0.269315273975583,0.46158065673016,0.507738722403177,0,0,0,0,-2.69508273906019e-39,-1.36624688688111e-12,63019094.600994,58915677.3965222,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
13,0,0,0,0,0,-0.230672779744419,-0.24961498825113,-0.271575977225343,0.46158065673016,0.507738722403177,0,0,0,0,-1.48936615705086e-36,-2.17179617346901e-11,62826497.2861215,58767520.2660809,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
14,0,0,0,0,0,-0.231684998504454,-0.250559770276546,-0.273583358914864,0.46158065673016,0.507738722403177,0,0,0,0,-4.69305009794064e-34,-2.59778907504611e-10,62653298.1095382,58631491.6055257,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
15,0,0,0,0,0,-0.232561268128029,-0.251382405295094,-0.275286755702777,0.46158065673016,0.507738722403177,0,0,0,0,-9.08430414371874e-32,-2.4261726482626e-09,62496980.5246715,58506310.2370326,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
16,0,0,0,0,0,-0.233334948069455,-0.252110449390147,-0.276587939488847,0.46158065673016,0.507738722403177,0,0,0,0,-1.14746605134109e-29,-1.82244397056015e-08,62355857.556128,58390939.5247927,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
