time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.0464781081483722,-0.0902015981882528,-0.218492654885845,0.46158065673016,0.507738722403177,0,0,0,0,0,0,89750401.9308997,77628447.2521372,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.0738328092203675,-0.118396415875597,-0.226924028299309,0.46158065673016,0.507738722403177,0,0,0,0,0,0,76525068.8953664,70480051.4893936,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.0937969389465349,-0.137692969397645,-0.242718906231821,0.46158065673016,0.507738722403177,0,0,0,0,0,0,71112034.3491322,67096551.3248797,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.10821690653466,-0.151311654605014,-0.256586568259168,0.46158065673016,0.507738722403177,0,0,0,0,0,0,68590190.1796533,65650781.423711,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.118646063010707,-0.161180535312341,-0.268849973596014,0.46158065673016,0.507738722403177,0,0,0,0,0,0,67217352.1845636,64961263.2091362,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.126261921780168,-0.168530972109084,-0.279312587192865,0.46158065673016,0.507738722403177,0,0,0,0,0,0,66377269.0753778,64591069.3086488,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.131900115444928,-0.174124906931828,-0.288717101365957,0.46158065673016,0.507738722403177,0,0,0,0,0,0,65808706.1381342,64366289.7041371,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.136143652567741,-0.178446042217214,-0.297123414556823,0.46158065673016,0.507738722403177,0,0,0,0,0,0,65389867.3055075,64211927.0093435,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.1393976041247,-0.181838064579922,-0.304673392905935,0.46158065673016,0.507738722403177,0,0,0,0,0,-1.64785473306162e-56,65060121.0069399,64091995.4456127,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.141942059102216,-0.184562892781558,-0.31175803263611,0.46158065673016,0.507738722403177,0,0,0,0,0,-7.96687307533117e-40,64786229.1586769,63988057.6222368,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
11,0,0,0,0,0,-0.143964016336579,-0.186800313157641,-0.318307380883915,0.46158065673016,0.507738722403177,0,0,0,0,0,-3.9011762378741e-28,64549113.3863052,63891295.5386164,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
12,0,0,0,0,0,-0.145587773789543,-0.1886487565329,-0.324032060420304,0.46158065673016,0.507738722403177,0,0,0,0,0,-8.81157750638244e-20,64340069.997407,63797472.4458993,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
13,0,0,0,0,0,-0.146899304137717,-0.190167757290676,-0.328851346774672,0.46158065673016,0.507738722403177,0,0,0,0,0,-8.21939638368178e-14,64154379.8540135,63705707.3988467,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
14,0,0,0,0,0,-0.147964435098805,-0.191419882388711,-0.332600778857385,0.46158065673016,0.507738722403177,0,0,0,0,0,-1.19590311749001e-09,63989886.9832597,63616375.6815977,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
15,0,0,0,0,0,-0.148839767580269,-0.192477887867269,-0.335111100985289,0.46158065673016,0.507738722403177,0,0,0,0,0,-9.44164689654864e-07,63845809.7605154,63530132.7457507,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
16,0,0,0,0,0,-0.149577058921862,-0.193404477410408,-0.335208392747843,0.46158065673016,0.507738722403177,0,0,0,0,0,-7.25331024261894e-05,63723229.5819705,63447802.2807596,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
17,0,0,0,0,0,-0.150223917577853,-0.194237115528033,-0.329387127312039,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.00162135492070402,63625812.0318178,63370713.8771107,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
18,0,0,0,0,0,-0.150819433520754,-0.194992668703561,-0.312659523542234,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.013506768766548,63552972.018157,63300080.745689,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
19,0,0,0,0,0,-0.151383784999427,-0.195678465507073,-0.285275860212608,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.0482680281049302,63488329.0922043,63234999.5316141,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
20,0,0,0,0,0,-0.15191443008009,-0.19629905197785,-0.257139574406515,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.095624980269713,63408435.893509,63172001.0769038,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
21,0,0,0,0,0,-0.15239487768343,-0.196855749862945,-0.235287757921514,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.137068203212943,63299915.7980509,63106877.3674595,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
22,0,0,0,0,0,-0.152806743299175,-0.1973422977808,-0.219755025710891,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.168159432833814,63162339.3944867,63036478.0834065,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
23,0,0,0,0,0,-0.153137226366266,-0.197745046432651,-0.208126053491149,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.192293508046936,63001768.4303269,62959250.410776,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
24,0,0,0,0,0,-0.153381486064337,-0.198050262272597,-0.198216988366444,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.213315325346016,62824612.9922817,62874991.5203756,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
25,0,0,0,0,0,-0.153541629495487,-0.198251954870003,-0.188767502449124,0.46158065673016,0.507738722403177,0,0,0,0,0,-0.233696092908531,62635572.6985405,62783998.0473439,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
26,0,0,0,0,0,-0.153624788031385,-0.198355735379863,-0.179372548794498,0.46158065673016,0.507738722403177,0,0,0,0,-7.81024108747647e-51,-0.254250480399608,62436970.5412786,62686701.752865,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
27,0,0,0,0,0,-0.153640921504609,-0.198374905318487,-0.17015990236687,0.46158065673016,0.507738722403177,0,0,0,0,-2.0886071405785e-43,-0.274561331336964,62229912.1768138,62583489.9776746,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
28,0,0,0,0,0,-0.153600782356901,-0.198320153978252,-0.16142656980985,0.46158065673016,0.507738722403177,0,0,0,0,-4.84259776608989e-37,-0.29379106283057,62015296.9714112,62474746.4126937,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
29,0,0,0,0,0,-0.153514218223919,-0.198190971994098,-0.153409889509091,0.46158065673016,0.507738722403177,0,0,0,0,-1.26625107488538e-31,-0.311301249751825,61794489.3503793,62360910.9940303,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
30,0,0,0,0,0,-0.153389314047376,-0.19797603290929,-0.146215394052958,0.46158065673016,0.507738722403177,0,0,0,0,-5.15065066760324e-27,-0.326847854693492,61569319.4591492,62242558.16602,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
31,0,0,0,0,0,-0.153232044367854,-0.197662191898823,-0.139828111954016,0.46158065673016,0.507738722403177,0,0,0,0,-4.31530088418542e-23,-0.340483236713948,61343836.8367628,62121412.5738795,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
32,0,0,0,0,0,-0.153047754339351,-0.197238576972332,-0.134166227818483,0.46158065673016,0.507738722403177,0,0,0,0,-9.3731549891185e-20,-0.352432551955276,61126447.1095801,61998506.6490734,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
33,0,0,0,0,0,-0.152841915635652,-0.196694211705112,-0.129119354537804,0.46158065673016,0.507738722403177,0,0,0,0,-6.39103771437174e-17,-0.362986845466014,60921187.8962827,61874644.8113486,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
34,0,0,0,0,0,-0.152620139548697,-0.196007492728427,-0.124569614514406,0.46158065673016,0.507738722403177,0,0,0,0,-1.62282424229631e-14,-0.372433024212077,60729951.1484295,61750699.241112,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
35,0,0,0,0,0,-0.152388484225852,-0.195130463832479,-0.120405312911884,0.46158065673016,0.507738722403177,0,0,0,0,-1.79320160417427e-12,-0.381023750061168,60553883.3132198,61627613.6641749,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
36,0,0,0,0,0,-0.152153946038594,-0.193972664965583,-0.116525819841889,0.46158065673016,0.507738722403177,0,0,0,0,-9.8561620421206e-11,-0.388971020829823,60393623.5450694,61506404.6671668,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
37,0,0,0,0,0,-0.151924861663221,-0.19238926130261,-0.112844970917409,0.46158065673016,0.507738722403177,0,0,0,0,-2.99490797296892e-09,-0.396449714856906,60249454.9413369,61388222.3242721,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
38,0,0,0,0,0,-0.151710883211704,-0.190182680647467,-0.109293929454048,0.46158065673016,0.507738722403177,0,0,0,0,-5.45332037102523e-08,-0.403600412856833,60121444.6779251,61274444.0223801,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
39,0,0,0,0,0,-0.151522310865261,-0.187130077510654,-0.1058235064283,0.46158065673016,0.507738722403177,0,0,0,0,-6.34307464571953e-07,-0.410527557036414,60009569.6716126,61166730.8284527,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
40,0,0,0,0,0,-0.151368860975568,-0.183041238470392,-0.102405093797784,0.46158065673016,0.507738722403177,0,0,0,0,-4.96584276994501e-06,-0.417292960597455,59913810.3077606,61066969.73332,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
