time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.0604111355564582,-0.176373783586901,-0.181657113382358,0.46158065673016,0.507738722403177,0,0,0,0,0,0,130041813.080791,99978896.9156036,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.0911719047517915,-0.214726539765696,-0.186494791617335,0.46158065673016,0.507738722403177,0,0,0,0,0,0,111105766.394049,101261978.110845,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.112971924988843,-0.243183991695363,-0.198623608143925,0.46158065673016,0.507738722403177,0,0,0,0,0,0,94011770.3230618,88426882.7558355,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.127573214600592,-0.260164428469117,-0.205704191371235,0.46158065673016,0.507738722403177,0,0,0,0,0,0,85465335.7166787,80273783.8480401,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.137207127979336,-0.270160922068185,-0.210974368438886,0.46158065673016,0.507738722403177,0,0,0,0,0,0,80658268.226366,75538705.4668267,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.143891310127241,-0.277838881757663,-0.216737366603432,0.46158065673016,0.507738722403177,0,0,0,0,0,0,77548690.9508711,72555212.3276877,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.14886723338292,-0.284927902766482,-0.221716474960929,0.46158065673016,0.507738722403177,0,0,0,0,0,0,75322422.4497441,70488672.00955,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.152692198166991,-0.290968453231859,-0.224486540964829,0.46158065673016,0.507738722403177,0,0,0,0,0,0,73636092.4035206,68952324.7568152,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.155611446200166,-0.295464351317367,-0.22519484770009,0.46158065673016,0.507738722403177,0,0,0,0,0,0,72320696.3081977,67758479.0534916,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.157793074338565,-0.298558500879005,-0.225695867944094,0.46158065673016,0.507738722403177,0,0,0,0,0,0,71270977.7323969,66803077.5699163,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
11,0,0,0,0,0,-0.159396535342326,-0.300835244816981,-0.227984185362023,0.46158065673016,0.507738722403177,0,0,0,0,0,0,70408817.6821085,66017832.4201944,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
