time_yrs,qwS-I1,qwS-I2,qwS-M1,qwS-M2,qwS-M3,qwS-P1,qwS-P2,qwS-P3,qgS-I1,qgS-I2,qgS-M1,qgS-M2,qgS-M3,qgS-P1,qgS-P2,qgS-P3,BHP-I1,BHP-I2,BHP-M1,BHP-M2,BHP-M3,BHP-P1,BHP-P2,BHP-P3
1,0,0,0,0,0,-0.110285392357014,-0.234346956813831,-0.204206794665454,0.46158065673016,0.507738722403177,0,0,0,0,0,0,116967516.570789,88346672.2984301,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
2,0,0,0,0,0,-0.151145975465336,-0.273705107681034,-0.213514264878888,0.46158065673016,0.507738722403177,0,0,0,0,0,0,98624369.9297762,89499521.8033435,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
3,0,0,0,0,0,-0.174003507189064,-0.298142985251829,-0.22239321925193,0.46158065673016,0.507738722403177,0,0,0,0,0,0,83783380.0608675,77561143.8510171,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
4,0,0,0,0,0,-0.186287213483456,-0.309149402394316,-0.226833498498321,0.46158065673016,0.507738722403177,0,0,0,0,0,0,76542557.7771427,70642654.4863332,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
5,0,0,0,0,0,-0.19340745948165,-0.315582482479443,-0.231160968604482,0.46158065673016,0.507738722403177,0,0,0,0,0,0,72348687.0595235,66687227.1565903,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
6,0,0,0,0,0,-0.198364456905164,-0.322313679898895,-0.235051424502698,0.46158065673016,0.507738722403177,0,0,0,0,0,0,69535262.4970201,64146520.9594931,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
7,0,0,0,0,0,-0.202057750278034,-0.328338597289268,-0.236468699716336,0.46158065673016,0.507738722403177,0,0,0,0,0,0,67504228.0474714,62341145.6640059,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
8,0,0,0,0,0,-0.204651952396293,-0.33230119507443,-0.235410643892953,0.46158065673016,0.507738722403177,0,0,0,0,0,0,65992253.6402381,60978863.2640874,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
9,0,0,0,0,0,-0.20632222835701,-0.33441206889558,-0.233829712775904,0.46158065673016,0.507738722403177,0,0,0,0,0,0,64840352.5703098,59912843.8319436,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
10,0,0,0,0,0,-0.207353087124177,-0.3357617760278,-0.234201029683449,0.46158065673016,0.507738722403177,0,0,0,0,0,0,63933565.4997158,59049682.7834389,24669091.1356343,26468527.6968179,29915793.8297685,19666856.0527333,17700170.44746,17700170.44746
